140603_1201,2,subjects,Period,Subject,Group,Profit,TotalProfit,Participate,InGroup,input_self[1],input_self[2],input_self[3],input_self[4],input_self[5],input_self[6],input_other[1],input_other[2],input_other[3],input_other[4],input_other[5],input_other[6],chosen_option[1],chosen_option[2],chosen_option[3],chosen_option[4],chosen_option[5],chosen_option[6],item_order[1],item_order[2],item_order[3],item_order[4],item_order[5],item_order[6],random_numbers[1],random_numbers[2],random_numbers[3],random_numbers[4],random_numbers[5],random_numbers[6],all_unique,item_rank,svoGroup,Role,raven1,raven2,raven3,raven4,raven5,Q1,Q2,Q3,Q4,Q5,GroupCorrect1,GroupCorrect2,GroupCorrect3,GroupCorrect4,GroupCorrect5,ravenfeedback1,ravenprofit,Pair,RoleTrust,TrustGame,TrustGameResponder,trustfeedback1,% Sent back,trustprofit,Trio,RoleDictator,Allocation,dictatorprofit,AllocationDummy,TimeOKColorOK,TimeChatGroup1raven1OK,TimeChatGroupraven2OK,TimeChatGroupraven3OK,TimeChatGroupraven4OK,TimeChatGroupraven5OK,checker1,checker2,checker3,counter,fakepropose,fakerespond,TimePracticeTrustOK,TimeAEPracticeTrustOK,TimeTrustGameProposeOK,TimeAETrustGameResponseOK,Other1,Other2,Other1Team,Other2Team,Other1Num,Other2Num,TimeDictatorAllocateOK,random_dict,Dictator_roundpay,Dictator_team,Dictator_num,random_round,DictatorProfit,SelectedTeam,SelectedNum,TimeAECalculateDictatorOK,item_num,self[1],self[2],self[3],self[4],self[5],self[6],self[7],self[8],self[9],other[1],other[2],other[3],other[4],other[5],other[6],other[7],other[8],other[9],option,LeaveStage,TimeSVOItemsOK,TimeKillSVOItemsOK,mean_to_self,mean_to_other,k,svo_angle,svo_type,avg_dist_to_equality,avg_dist_to_altruist,avg_dist_to_joint,avg_dist_to_indiv,j,not_altru_indiv,inequality_aversion_score,payed_slider,svoProfit,kept_of_sender,received_from_sender,TimeSummaryOK,q1,q2,q3,q4,q5,TimeOKCollectivismOK,totalpayoff,ToPay,TimeFinalFeedbackOK,
140603_1201,2,subjects,2,7,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,6,2,4,0.039127867,0.459660181,0.804153615,0.889490765,0.261670107,0.727420144,1,1,3,2,1,3,6,3,8,10,0,10,0,0,0,0,5,0,0,-1,25,7,1,0,0,-1,,200,5,1,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,5,6,4,2,16,2,35,5,4,2,35,5,4,-,1,170,170,170,170,170,170,170,170,170,170,153,135,118,100,83,65,48,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,260,52,-,
140603_1201,2,subjects,2,8,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,6,4,5,0.351426868,0.233099601,0.508663049,0.758391914,0.616753905,0.638409192,1,1,3,1,1,0,6,3,0,10,0,10,0,0,0,0,5,0,0,-1,25,8,1,0,0,-1,,200,6,1,20,0,50,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,5,6,3,1,6,2,35,5,3,3,0,0,0,-,2,170,174,178,181,185,189,193,196,200,30,39,48,56,65,74,83,91,100,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,225,45,-,
140603_1201,2,subjects,2,9,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,1,6,2,0.691762936,0.646050292,0.688649256,0.128047324,0.782887511,0.168615121,1,1,6,2,5,3,6,2,6,0,0,10,10,10,0,0,5,0,5,-1,40,9,1,0,0,-1,,200,1,2,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,4,1,3,3,4,2,30,3,1,1,35,1,3,-,5,200,188,175,163,150,138,125,113,100,100,113,125,138,150,163,175,188,200,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,6,0,0,0,-,-1,-1,-1,-1,-1,-,275,55,-,
140603_1201,2,subjects,2,10,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,1,5,2,0.279145776,0.423226449,0.743282787,0.166926736,0.674065658,0.245946139,1,1,6,1,5,0,6,3,6,0,0,10,0,10,0,0,5,0,5,-1,30,10,1,0,0,-1,,200,2,2,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,4,1,4,4,2,2,30,3,2,5,0,0,0,-,3,100,109,118,126,135,144,153,161,170,200,196,193,189,185,181,178,174,170,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,6,0,0,0,-,-1,-1,-1,-1,-1,-,230,46,-,
140603_1201,2,subjects,2,11,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,4,1,6,0.210194931,0.026577721,0.47740594,0.27889424,0.021517455,0.644126985,1,1,5,2,5,4,6,2,6,0,10,10,10,10,0,0,5,0,5,-1,50,11,1,0,0,-1,,200,7,2,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,5,1,1,1,17,2,30,3,3,5,0,0,0,-,3,100,109,118,126,135,144,153,161,170,200,196,193,189,185,181,178,174,170,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,6,0,0,0,-,-1,-1,-1,-1,-1,-,250,50,-,
140603_1201,2,subjects,2,12,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,6,3,4,0.091371869,0.353799707,0.537645635,0.567539621,0.375486652,0.431377156,1,1,5,1,5,0,6,4,6,0,0,10,0,10,0,0,5,0,5,-1,30,12,1,0,0,-1,,200,8,2,50,0,20,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,5,1,2,2,10,2,30,3,4,4,0,0,0,-,1,170,170,170,170,170,170,170,170,170,170,153,135,118,100,83,65,48,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,6,0,0,0,-,-1,-1,-1,-1,-1,-,230,46,-,
140603_1201,2,subjects,2,13,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,1,3,6,0.643868239,0.877947105,0.914346595,0.074077859,0.656986547,0.958919271,1,1,8,2,1,0,6,1,6,10,0,10,0,10,5,0,5,0,5,-1,45,1,2,0,0,-1,,0,3,2,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,6,2,3,1,5,2,30,4,1,3,0,0,0,-,2,170,174,178,181,185,189,193,196,200,30,39,48,56,65,74,83,91,100,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,6,0,0,0,-,-1,-1,-1,-1,-1,-,45,9,-,
140603_1201,2,subjects,2,14,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,5,3,6,0.16726383,0.124826496,0.519444116,0.746213106,0.493492285,0.842237843,1,1,8,1,1,0,6,3,6,10,0,10,0,10,5,0,5,0,5,-1,45,2,2,0,0,-1,,0,4,2,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,6,2,4,2,6,2,30,4,2,5,0,0,0,-,2,170,174,178,181,185,189,193,196,200,30,39,48,56,65,74,83,91,100,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,6,0,0,0,-,-1,-1,-1,-1,-1,-,45,9,-,
140603_1201,2,subjects,2,15,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,4,3,5,0.311682625,0.960948071,0.291182576,0.544094017,0.324371271,0.751665731,1,1,7,2,1,3,6,2,6,10,0,10,10,10,5,0,5,0,5,-1,55,3,2,0,0,-1,,0,1,3,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,1,3,3,1,20,2,35,3,1,5,0,0,0,-,2,170,174,178,181,185,189,193,196,200,30,39,48,56,65,74,83,91,100,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,6,0,0,0,-,-1,-1,-1,-1,-1,-,55,11,-,
140603_1201,2,subjects,2,16,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,1,4,3,2,0.6036701,0.883363399,0.238276423,0.556193444,0.450730548,0.349626264,1,1,7,1,1,6,6,0,6,10,0,10,0,10,5,0,5,0,5,-1,45,4,2,0,0,-1,,0,2,3,40,0,30,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,1,3,4,2,8,2,35,3,2,5,0,0,0,-,5,200,188,175,163,150,138,125,113,100,100,113,125,138,150,163,175,188,200,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,6,0,0,0,-,-1,-1,-1,-1,-1,-,45,9,-,
140603_1201,2,subjects,2,17,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,2,4,5,0.972887747,0.449876485,0.221600626,0.440059385,0.577970978,0.707943643,1,1,10,2,1,4,6,2,6,10,10,10,10,10,5,0,5,5,0,-1,65,5,2,0,0,-1,,0,7,3,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,1,3,1,3,6,2,35,3,3,3,0,0,0,-,6,200,196,193,189,185,181,178,174,170,100,109,118,126,135,144,153,161,170,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,6,0,0,0,-,-1,-1,-1,-1,-1,-,65,13,-,
140603_1201,2,subjects,2,18,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,2,4,6,0.686998579,0.526702635,0.768423554,0.642282069,0.736850019,0.894678459,1,1,10,1,1,0,6,2,0,10,0,10,10,0,5,0,5,5,0,-1,45,6,2,0,0,-1,,0,8,3,30,0,40,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,1,3,2,4,12,2,50,3,4,2,50,3,4,-,3,100,109,118,126,135,144,153,161,170,200,196,193,189,185,181,178,174,170,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,6,0,0,0,-,-1,-1,-1,-1,-1,-,95,19,-,
140603_1201,2,subjects,2,19,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,1,5,3,0.245519132,0.958221802,0.588144204,0.117984776,0.758539205,0.377893949,1,1,9,2,1,4,6,2,6,10,10,10,10,10,5,0,5,5,0,-1,65,7,2,0,0,-1,,0,6,2,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,6,2,1,4,2,2,30,5,3,3,0,0,0,-,2,170,174,178,181,185,189,193,196,200,30,39,48,56,65,74,83,91,100,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,6,0,0,0,-,-1,-1,-1,-1,-1,-,65,13,-,
140603_1201,2,subjects,2,20,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,1,6,4,0.408805239,0.789655313,0.545348609,0.078075897,0.804874558,0.572806129,1,1,9,1,1,4,6,2,6,10,10,10,10,10,5,0,5,5,0,-1,65,8,2,0,0,-1,,0,5,2,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,6,2,2,3,14,2,30,5,4,3,0,0,0,-,2,170,174,178,181,185,189,193,196,200,30,39,48,56,65,74,83,91,100,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,6,0,0,0,-,-1,-1,-1,-1,-1,-,65,13,-,
140603_1201,2,subjects,2,21,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,1,2,4,0.489056369,0.860868039,0.804972516,0.33483644,0.428312149,0.643456465,1,1,12,2,0,6,6,2,6,0,0,10,10,10,0,0,5,0,5,-1,40,9,2,0,0,-1,,0,6,3,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,2,5,4,3,8,2,35,5,3,5,0,0,0,-,3,100,109,118,126,135,144,153,161,170,200,196,193,189,185,181,178,174,170,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,40,8,-,
140603_1201,2,subjects,2,22,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,2,3,5,0.263602582,0.491421611,0.852759154,0.323100929,0.45585252,0.833826262,1,1,12,1,1,4,6,3,6,10,10,10,0,10,0,0,5,0,5,-1,50,10,2,0,0,-1,,0,5,3,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,2,5,3,4,1,2,35,5,4,2,35,5,4,-,1,170,170,170,170,170,170,170,170,170,170,153,135,118,100,83,65,48,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,85,17,-,
140603_1201,2,subjects,2,23,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,2,3,6,0.609123823,0.834726335,0.101796964,0.570386828,0.596052404,0.901570002,1,1,11,2,1,6,6,0,6,10,0,10,0,10,0,0,5,0,5,-1,40,11,2,0,0,-1,,0,3,3,40,0,30,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,2,4,1,1,1,2,35,4,1,1,25,3,3,-,4,100,109,118,126,135,144,153,161,170,200,179,158,136,115,94,73,51,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,65,13,-,
140603_1201,2,subjects,2,24,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,5,1,3,0.099040046,0.68476612,0.840042373,0.687016408,0.002818414,0.323012908,1,1,11,1,1,0,6,2,6,10,0,10,10,10,0,0,5,0,5,-1,50,12,2,0,0,-1,,0,4,3,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,2,4,2,2,2,2,35,4,2,4,0,0,0,-,2,170,174,178,181,185,189,193,196,200,30,39,48,56,65,74,83,91,100,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,50,10,-,
140603_1201,2,subjects,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,1,6,3,0.575738854,0.258636247,0.541914316,0.256291581,0.927986197,0.325417951,1,1,2,2,0,1,6,3,6,0,0,10,0,10,0,0,5,0,0,-1,25,1,1,0,0,-1,,200,3,1,40,0,30,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,2,4,3,3,17,2,35,2,3,2,35,3,3,-,5,200,188,175,163,150,138,125,113,100,100,113,125,138,150,163,175,188,200,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,4,0,0,0,-,-1,-1,-1,-1,-1,-,260,52,-,
140603_1201,2,subjects,3,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,3,5,1,4,0.464816545,0.876600819,0.52206676,0.872998257,0.029959069,0.596291819,1,1,2,1,1,1,6,2,5,10,0,10,10,0,0,0,5,0,0,-1,35,2,1,0,0,-1,,200,4,1,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,2,4,4,4,26,2,0,2,4,3,0,2,4,-,2,170,174,178,181,185,189,193,196,200,30,39,48,56,65,74,83,91,100,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,4,0,0,0,-,-1,-1,-1,-1,-1,-,235,47,-,
140603_1201,2,subjects,3,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,4,1,5,0.290641862,0.233860872,0.566059515,0.376029511,0.019980784,0.557350886,1,1,1,2,1,1,6,2,6,10,0,10,10,10,0,0,5,0,0,-1,45,3,1,0,0,-1,,200,7,1,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,4,6,1,3,18,2,35,4,1,1,30,1,3,-,3,100,109,118,126,135,144,153,161,170,200,196,193,189,185,181,178,174,170,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,4,0,0,0,-,-1,-1,-1,-1,-1,-,275,55,-,
140603_1201,2,subjects,3,4,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,5,4,2,0.664007507,0.331198726,0.12599107,0.60805764,0.396346277,0.175117747,1,1,1,1,0,3,6,0,6,0,0,10,0,10,0,0,5,0,0,-1,25,4,1,0,0,-1,,200,8,1,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,4,6,2,4,5,2,35,4,2,2,35,3,2,-,6,200,196,193,189,185,181,178,174,170,100,109,118,126,135,144,153,161,170,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,4,0,0,0,-,-1,-1,-1,-1,-1,-,260,52,-,
140603_1201,2,subjects,3,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,1,3,2,5,0.66439535,0.966759039,0.49967341,0.624760697,0.570589104,0.755528953,1,1,4,2,1,0,6,3,8,10,0,10,0,0,0,0,5,0,0,-1,25,5,1,0,0,-1,,200,1,1,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,3,5,3,1,16,2,35,3,3,2,35,4,1,-,4,100,109,118,126,135,144,153,161,170,200,179,158,136,115,94,73,51,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,6,0,0,0,-,-1,-1,-1,-1,-1,-,260,52,-,
140603_1201,2,subjects,3,6,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,2,3,1,0.975978125,0.70981049,0.522177299,0.31591561,0.319161884,0.136633259,1,1,4,1,0,0,6,3,8,0,0,10,0,0,0,0,5,0,0,-1,15,6,1,0,0,-1,,200,2,1,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,3,5,4,2,15,2,10,3,4,1,30,2,2,-,6,200,196,193,189,185,181,178,174,170,100,109,118,126,135,144,153,161,170,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,6,0,0,0,-,-1,-1,-1,-1,-1,-,245,49,-,
140603_1201,2,subjects,3,7,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,4,2,3,0.153779413,0.81313944,0.921751078,0.776707681,0.246089249,0.363821951,1,1,3,2,1,3,6,3,8,10,0,10,0,0,0,0,5,0,0,-1,25,7,1,0,0,-1,,200,3,2,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,4,1,3,1,19,2,30,2,3,1,35,1,1,-,1,170,170,170,170,170,170,170,170,170,170,153,135,118,100,83,65,48,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,6,0,0,0,-,-1,-1,-1,-1,-1,-,260,52,-,
140603_1201,2,subjects,3,8,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,1,6,2,0.801130261,0.437884344,0.531917458,0.190513879,0.943216762,0.310361696,1,1,3,1,1,0,6,3,0,10,0,10,0,0,0,0,5,0,0,-1,25,8,1,0,0,-1,,200,4,2,70,0,0,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,4,1,4,2,21,2,30,2,4,2,35,5,3,-,5,200,188,175,163,150,138,125,113,100,100,113,125,138,150,163,175,188,200,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,6,0,0,0,-,-1,-1,-1,-1,-1,-,260,52,-,
140603_1201,2,subjects,3,9,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,3,4,2,0.391882181,0.891070956,0.936711841,0.576393033,0.81045077,0.546584856,1,1,6,2,5,3,6,2,6,0,0,10,10,10,0,0,5,0,5,-1,40,9,1,0,0,-1,,200,5,1,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,5,6,4,2,28,2,35,5,4,1,35,1,3,-,1,170,170,170,170,170,170,170,170,170,170,153,135,118,100,83,65,48,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,275,55,-,
140603_1201,2,subjects,3,10,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,4,2,6,0.303773484,0.774820309,0.437708666,0.451675122,0.422029172,0.916217826,1,1,6,1,5,0,6,3,6,0,0,10,0,10,0,0,5,0,5,-1,30,10,1,0,0,-1,,200,6,1,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,5,6,3,1,20,2,35,5,3,2,30,3,2,-,1,170,170,170,170,170,170,170,170,170,170,153,135,118,100,83,65,48,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,260,52,-,
140603_1201,2,subjects,3,11,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,2,4,6,0.24971783,0.569546447,0.007566546,0.20397397,0.520943379,0.90724916,1,1,5,2,5,4,6,2,6,0,10,10,10,10,0,0,5,0,5,-1,50,11,1,0,0,-1,,200,1,2,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,5,2,1,1,24,2,30,3,3,5,0,0,0,-,3,100,109,118,126,135,144,153,161,170,200,196,193,189,185,181,178,174,170,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,250,50,-,
140603_1201,2,subjects,3,12,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,6,3,4,0.186928971,0.229562762,0.715220504,0.896704186,0.591256602,0.711008074,1,1,5,1,5,0,6,4,6,0,0,10,0,10,0,0,5,0,5,-1,30,12,1,0,0,-1,,200,2,2,60,0,10,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,5,2,2,2,11,2,30,3,4,1,30,3,4,-,1,170,170,170,170,170,170,170,170,170,170,153,135,118,100,83,65,48,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,260,52,-,
140603_1201,2,subjects,3,13,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6,3,4,2,0.489800784,0.249026118,0.921609437,0.364840368,0.367141464,0.30723671,1,1,8,2,1,0,6,1,6,10,0,10,0,10,5,0,5,0,5,-1,45,1,2,0,0,-1,,0,7,2,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,6,1,3,3,21,2,30,4,1,5,0,0,0,-,5,200,188,175,163,150,138,125,113,100,100,113,125,138,150,163,175,188,200,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,5,0,0,0,-,-1,-1,-1,-1,-1,-,45,9,-,
140603_1201,2,subjects,3,14,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,3,4,2,0.815322727,0.768523615,0.129078481,0.434567057,0.52134152,0.330836249,1,1,8,1,1,0,6,3,6,10,0,10,0,10,5,0,5,0,5,-1,45,2,2,0,0,-1,,0,8,2,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,6,1,4,4,17,2,30,4,2,2,30,4,2,-,6,200,196,193,189,185,181,178,174,170,100,109,118,126,135,144,153,161,170,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,5,0,0,0,-,-1,-1,-1,-1,-1,-,75,15,-,
140603_1201,2,subjects,3,15,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,5,2,6,0.395181361,0.404925998,0.354997892,0.727381189,0.368602311,0.833329691,1,1,7,2,1,3,6,2,6,10,0,10,10,10,5,0,5,0,5,-1,55,3,2,0,0,-1,,0,3,3,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,1,2,1,3,22,2,35,2,3,5,0,0,0,-,3,100,109,118,126,135,144,153,161,170,200,196,193,189,185,181,178,174,170,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,5,0,0,0,-,-1,-1,-1,-1,-1,-,55,11,-,
140603_1201,2,subjects,3,16,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,3,1,6,0.544760976,0.860285317,0.593654867,0.561832762,0.18177645,0.872072447,1,1,7,1,1,6,6,0,6,10,0,10,0,10,5,0,5,0,5,-1,45,4,2,0,0,-1,,0,4,3,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,1,2,2,4,23,2,70,2,4,2,35,3,2,-,2,170,174,178,181,185,189,193,196,200,30,39,48,56,65,74,83,91,100,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,5,0,0,0,-,-1,-1,-1,-1,-1,-,80,16,-,
140603_1201,2,subjects,3,17,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,1,2,6,0.116796835,0.235854276,0.466645208,0.044298289,0.099860155,0.821283434,1,1,10,2,1,4,6,2,6,10,10,10,10,10,5,0,5,5,0,-1,65,5,2,0,0,-1,,0,1,3,70,0,0,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,2,3,1,3,18,2,35,3,3,1,35,2,2,-,3,100,109,118,126,135,144,153,161,170,200,196,193,189,185,181,178,174,170,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,4,0,0,0,-,-1,-1,-1,-1,-1,-,100,20,-,
140603_1201,2,subjects,3,18,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,3,2,5,0.947770677,0.495375428,0.376002061,0.449564665,0.378373746,0.619403821,1,1,10,1,1,0,6,2,0,10,0,10,10,0,5,0,5,5,0,-1,45,6,2,0,0,-1,,0,2,3,40,0,30,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,2,3,2,4,3,2,60,3,4,5,0,0,0,-,6,200,196,193,189,185,181,178,174,170,100,109,118,126,135,144,153,161,170,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,4,0,0,0,-,-1,-1,-1,-1,-1,-,45,9,-,
140603_1201,2,subjects,3,19,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,5,6,1,0.381972419,0.504491836,0.215213862,0.770472472,0.797719846,0.170932367,1,1,9,2,1,4,6,2,6,10,10,10,10,10,5,0,5,5,0,-1,65,7,2,0,0,-1,,0,6,2,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,6,3,1,2,23,2,30,5,3,4,0,0,0,-,3,100,109,118,126,135,144,153,161,170,200,196,193,189,185,181,178,174,170,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,4,0,0,0,-,-1,-1,-1,-1,-1,-,65,13,-,
