sid,period,recipient,subject,group,profit,totalprofit,pair,roletrust,ingroup,svogroup,role,roledictator,trio,trustprofit,give,other1,other2,otherteam,othernum,dictator_roundpay,dictator_team,dictator_num,dictatorprofit,selectedteam,selectednum,mean_to_self,mean_to_other,not_altru_indiv,inequality_aversion_score,payed_slider,svoprofit,kept_of_sender,received_from_sender,totalpayoff,topay,session,groupid,correct,correct_group,svo_angle,svo_type,sent,returned,kindness,discrimination,partner_team,partner_id,direct,otherdirect,greciprocity,othergreciprocity,in_group,otherin_group,conddirect,condgrec,condin,condition,inbiasround,inbias,groupbias,groupkindness,groupsend,history
1,1,1,1,1,0,0,1,1,1,2,2,1,1,10,35,2,3,2,3,30,1,1,0,0,0,0,0,0,-99,6,0,0,0,35,7,1,1,2,1,28.442928,2,200,10,.050000001,0,4,1,0,1,0,0,0,0,1,0,0,4,,,,,200,1
1,1,2,1,1,0,0,1,1,1,2,2,1,1,10,35,2,3,4,1,30,1,1,0,0,0,0,0,0,-99,6,0,0,0,35,7,1,1,2,1,28.442928,2,200,10,.050000001,0,4,1,1,0,0,0,0,0,1,0,0,4,,,,,200,1
1,2,1,1,1,0,0,1,1,1,2,2,1,7,200,35,2,3,3,3,35,3,3,0,0,0,0,0,0,-99,3,0,0,0,225,45,1,1,2,1,28.442928,2,200,10,.050000001,0,4,1,0,0,0,0,0,0,0,0,0,1,,,,,200,1
1,2,2,1,1,0,0,1,1,1,2,2,1,7,200,35,2,3,5,1,35,3,3,0,0,0,0,0,0,-99,3,0,0,0,225,45,1,1,2,1,28.442928,2,200,10,.050000001,0,4,1,0,0,0,0,0,0,0,0,0,1,,,,,200,1
1,3,1,1,1,0,0,1,1,1,2,2,1,3,200,40,2,3,2,3,35,2,3,35,3,3,0,0,0,-99,4,0,0,0,260,52,1,1,2,1,28.442928,2,200,10,.050000001,10,4,1,0,0,0,1,0,0,0,1,0,3,,,,,200,1
1,3,2,1,1,0,0,1,1,1,2,2,1,3,200,30,2,3,4,3,35,2,3,35,3,3,0,0,0,-99,4,0,0,0,260,52,1,1,2,1,28.442928,2,200,10,.050000001,10,4,1,0,0,1,0,0,0,0,1,0,3,,,,,200,1
1,4,1,1,1,0,0,1,1,1,2,2,1,1,200,20,2,3,4,2,35,6,2,35,2,3,0,0,0,-99,6,0,0,0,260,52,1,1,2,1,28.442928,2,200,10,.050000001,30,4,1,0,0,1,0,0,0,0,1,0,3,,,,,200,0
1,4,2,1,1,0,0,1,1,1,2,2,1,1,200,50,2,3,6,2,35,6,2,35,2,3,0,0,0,-99,6,0,0,0,260,52,1,1,2,1,28.442928,2,200,10,.050000001,30,4,1,0,0,0,1,0,0,0,1,0,3,,,,,200,0
1,5,1,1,1,0,0,1,1,1,2,2,1,1,200,35,2,3,5,3,35,5,3,30,1,1,185,111.666666666666,0,-99,4,115,135,115,370,74,1,1,2,1,28.442928,2,200,10,.050000001,0,4,1,0,0,0,0,0,0,0,0,0,1,,,,,200,1
1,5,2,1,1,0,0,1,1,1,2,2,1,1,200,35,2,3,6,3,35,5,3,30,1,1,185,111.666666666666,0,-99,4,115,135,115,370,74,1,1,2,1,28.442928,2,200,10,.050000001,0,4,1,0,0,0,0,0,0,0,0,0,1,,,,,200,1
2,1,1,2,1,0,0,2,1,2,2,1,1,2,300,35,2,3,2,4,30,1,2,0,0,0,0,0,0,-99,6,0,0,0,335,67,1,1,3,1,38.820076,2,200,300,1.5,0,4,2,0,1,0,0,0,0,1,0,0,4,,,,,200,1
2,1,2,2,1,0,0,2,1,2,2,1,1,2,300,35,2,3,4,2,30,1,2,0,0,0,0,0,0,-99,6,0,0,0,335,67,1,1,3,1,38.820076,2,200,300,1.5,0,4,2,1,0,0,0,0,0,1,0,0,4,,,,,200,1
2,2,1,2,1,0,0,2,1,2,2,1,1,8,200,35,2,3,3,4,20,3,4,30,1,2,0,0,0,-99,3,0,0,0,265,53,1,1,3,1,38.820076,2,200,300,1.5,0,4,2,0,0,0,0,0,0,0,0,0,1,,,,,200,1
2,2,2,2,1,0,0,2,1,2,2,1,1,8,200,35,2,3,5,2,20,3,4,30,1,2,0,0,0,-99,3,0,0,0,265,53,1,1,3,1,38.820076,2,200,300,1.5,0,4,2,0,0,0,0,0,0,0,0,0,1,,,,,200,1
2,3,1,2,1,0,0,2,1,2,2,1,1,4,200,35,2,3,2,4,0,2,4,0,2,4,0,0,0,-99,4,0,0,0,235,47,1,1,3,1,38.820076,2,200,300,1.5,0,4,2,0,0,0,1,0,0,0,1,0,3,,,,,200,1
2,3,2,2,1,0,0,2,1,2,2,1,1,4,200,35,2,3,4,4,0,2,4,0,2,4,0,0,0,-99,4,0,0,0,235,47,1,1,3,1,38.820076,2,200,300,1.5,0,4,2,0,0,1,0,0,0,0,1,0,3,,,,,200,1
2,4,1,2,1,0,0,2,1,2,2,1,1,2,200,35,2,3,4,1,35,6,1,20,3,4,0,0,0,-99,6,0,0,0,255,51,1,1,3,1,38.820076,2,200,300,1.5,0,4,2,0,0,1,0,0,0,0,1,0,3,,,,,200,0
2,4,2,2,1,0,0,2,1,2,2,1,1,2,200,35,2,3,6,1,35,6,1,20,3,4,0,0,0,-99,6,0,0,0,255,51,1,1,3,1,38.820076,2,200,300,1.5,0,4,2,0,0,0,1,0,0,0,1,0,3,,,,,200,0
2,5,1,2,1,0,0,2,1,2,2,1,1,2,200,35,2,3,5,4,35,5,4,30,1,2,170,141.666666666666,0,-99,4,135,0,0,400,80,1,1,3,1,38.820076,2,200,300,1.5,0,4,2,0,0,0,0,0,0,0,0,0,1,,,,,200,1
2,5,2,2,1,0,0,2,1,2,2,1,1,2,200,35,2,3,6,4,35,5,4,30,1,2,170,141.666666666666,0,-99,4,135,0,0,400,80,1,1,3,1,38.820076,2,200,300,1.5,0,4,2,0,0,0,0,0,0,0,0,0,1,,,,,200,1
3,1,1,3,1,0,0,3,1,3,1,2,1,3,250,35,2,3,3,1,30,1,3,0,0,0,0,0,0,-99,6,0,0,0,295,59,1,1,4,1,41.743954,2,200,250,1.25,0,4,3,0,0,0,0,0,0,0,0,0,1,,,,,200,0
3,1,2,3,1,0,0,3,1,3,1,2,1,3,250,35,2,3,6,1,30,1,3,0,0,0,0,0,0,-99,6,0,0,0,295,59,1,1,4,1,41.743954,2,200,250,1.25,0,4,3,0,0,0,0,0,0,0,0,0,1,,,,,200,0
3,2,1,3,1,0,0,3,1,3,1,2,1,1,200,50,2,3,3,1,35,3,1,35,3,1,0,0,0,-99,3,0,0,0,280,56,1,1,4,1,41.743954,2,200,250,1.25,30,4,3,0,1,0,0,0,0,1,0,0,4,,,,,200,1
3,2,2,3,1,0,0,3,1,3,1,2,1,1,200,20,2,3,4,3,35,3,1,35,3,1,0,0,0,-99,3,0,0,0,280,56,1,1,4,1,41.743954,2,200,250,1.25,30,4,3,1,0,0,0,0,0,1,0,0,4,,,,,200,1
3,3,1,3,1,0,0,3,1,3,1,2,1,7,200,35,2,3,4,1,35,4,1,30,1,3,0,0,0,-99,4,0,0,0,275,55,1,1,4,1,41.743954,2,200,250,1.25,0,4,3,0,0,1,0,0,0,0,1,0,3,,,,,200,0
3,3,2,3,1,0,0,3,1,3,1,2,1,7,200,35,2,3,6,3,35,4,1,30,1,3,0,0,0,-99,4,0,0,0,275,55,1,1,4,1,41.743954,2,200,250,1.25,0,4,3,0,0,0,1,0,0,0,1,0,3,,,,,200,0
3,4,1,3,1,0,0,3,1,3,1,2,2,3,200,35,3,1,5,3,40,5,3,0,0,0,0,0,0,-99,6,0,0,0,245,49,1,1,4,1,41.743954,2,200,250,1.25,0,4,3,0,0,0,0,0,0,0,0,0,1,,,,,200,0
3,4,2,3,1,0,0,3,1,3,1,2,2,3,200,35,3,1,2,3,40,5,3,0,0,0,0,0,0,-99,6,0,0,0,245,49,1,1,4,1,41.743954,2,200,250,1.25,0,4,3,0,0,0,0,0,0,0,0,0,1,,,,,200,0
3,5,1,3,1,0,0,3,1,3,1,2,1,3,200,35,2,3,2,2,35,2,2,40,5,3,164.333333333333,149.333333333333,0,-99,4,30,170,30,315,63,1,1,4,1,41.743954,2,200,250,1.25,0,4,3,0,0,0,1,0,0,0,1,0,3,,,,,200,0
3,5,2,3,1,0,0,3,1,3,1,2,1,3,200,35,2,3,4,4,35,2,2,40,5,3,164.333333333333,149.333333333333,0,-99,4,30,170,30,315,63,1,1,4,1,41.743954,2,200,250,1.25,0,4,3,0,0,1,0,0,0,0,1,0,3,,,,,200,0
4,1,1,4,1,0,0,4,1,4,1,1,1,4,300,35,2,3,3,2,30,1,4,0,0,0,0,0,0,-99,6,0,0,0,325,65,1,1,2,1,32.391392,2,200,300,1.5,0,4,4,0,0,0,0,0,0,0,0,0,1,,,,,200,0
4,1,2,4,1,0,0,4,1,4,1,1,1,4,300,35,2,3,6,2,30,1,4,0,0,0,0,0,0,-99,6,0,0,0,325,65,1,1,2,1,32.391392,2,200,300,1.5,0,4,4,0,0,0,0,0,0,0,0,0,1,,,,,200,0
4,2,1,4,1,0,0,4,1,4,1,1,1,2,200,35,2,3,3,2,35,3,2,30,1,4,0,0,0,-99,3,0,0,0,255,51,1,1,2,1,32.391392,2,200,300,1.5,0,4,4,0,1,0,0,0,0,1,0,0,4,,,,,200,1
4,2,2,4,1,0,0,4,1,4,1,1,1,2,200,35,2,3,4,4,35,3,2,30,1,4,0,0,0,-99,3,0,0,0,255,51,1,1,2,1,32.391392,2,200,300,1.5,0,4,4,1,0,0,0,0,0,1,0,0,4,,,,,200,1
4,3,1,4,1,0,0,4,1,4,1,1,1,8,200,35,2,3,4,2,35,4,2,35,3,2,0,0,0,-99,4,0,0,0,260,52,1,1,2,1,32.391392,2,200,300,1.5,0,4,4,0,0,1,0,0,0,0,1,0,3,,,,,200,0
4,3,2,4,1,0,0,4,1,4,1,1,1,8,200,35,2,3,6,4,35,4,2,35,3,2,0,0,0,-99,4,0,0,0,260,52,1,1,2,1,32.391392,2,200,300,1.5,0,4,4,0,0,0,1,0,0,0,1,0,3,,,,,200,0
4,4,1,4,1,0,0,4,1,4,1,1,2,4,200,35,3,1,5,4,35,5,4,35,5,4,0,0,0,-99,6,0,0,0,260,52,1,1,2,1,32.391392,2,200,300,1.5,0,4,4,0,0,0,0,0,0,0,0,0,1,,,,,200,1
4,4,2,4,1,0,0,4,1,4,1,1,2,4,200,35,3,1,2,4,35,5,4,35,5,4,0,0,0,-99,6,0,0,0,260,52,1,1,2,1,32.391392,2,200,300,1.5,0,4,4,0,0,0,0,0,0,0,0,0,1,,,,,200,1
4,5,1,4,1,0,0,4,1,4,1,1,1,4,200,35,2,3,2,1,50,2,1,35,4,2,180,123.333333333333,0,-99,4,170,0,0,430,86,1,1,2,1,32.391392,2,200,300,1.5,0,4,4,0,0,0,1,0,0,0,1,0,3,,,,,200,0
4,5,2,4,1,0,0,4,1,4,1,1,1,4,200,35,2,3,4,3,50,2,1,35,4,2,180,123.333333333333,0,-99,4,170,0,0,430,86,1,1,2,1,32.391392,2,200,300,1.5,0,4,4,0,0,1,0,0,0,0,1,0,3,,,,,200,0
5,1,1,5,2,0,0,5,1,1,4,2,1,5,300,40,2,3,4,4,30,2,1,30,2,1,0,0,0,-99,5,0,0,0,355,71,1,2,2,1,28.442928,2,200,300,1.5,10,5,1,0,0,0,1,0,0,0,1,0,3,,,,,93.75,1
5,1,2,5,2,0,0,5,1,1,4,2,1,5,300,30,2,3,5,2,30,2,1,30,2,1,0,0,0,-99,5,0,0,0,355,71,1,2,2,1,28.442928,2,200,300,1.5,10,5,1,0,0,1,0,0,0,0,1,0,3,,,,,93.75,1
5,2,1,5,2,0,0,5,1,1,4,2,1,3,200,35,2,3,4,1,35,4,1,0,0,0,0,0,0,-99,3,0,0,0,225,45,1,2,2,1,28.442928,2,200,300,1.5,0,5,1,0,0,0,0,0,0,0,0,0,1,,,,,93.75,1
5,2,2,5,2,0,0,5,1,1,4,2,1,3,200,35,2,3,6,3,35,4,1,0,0,0,0,0,0,-99,3,0,0,0,225,45,1,2,2,1,28.442928,2,200,300,1.5,0,5,1,0,0,0,0,0,0,0,0,0,1,,,,,93.75,1
5,3,1,5,2,0,0,5,1,1,4,2,1,1,200,35,2,3,3,3,35,3,3,35,4,1,0,0,0,-99,6,0,0,0,260,52,1,2,2,1,28.442928,2,200,300,1.5,0,5,1,0,1,0,0,0,0,1,0,0,4,,,,,93.75,1
5,3,2,5,2,0,0,5,1,1,4,2,1,1,200,35,2,3,5,1,35,3,3,35,4,1,0,0,0,-99,6,0,0,0,260,52,1,2,2,1,28.442928,2,200,300,1.5,0,5,1,1,0,0,0,0,0,1,0,0,4,,,,,93.75,1
5,4,1,5,2,0,0,5,1,1,4,2,2,5,200,40,3,1,5,1,70,5,1,0,0,0,0,0,0,-99,3,0,0,0,225,45,1,2,2,1,28.442928,2,200,300,1.5,10,5,1,1,0,0,0,0,0,1,0,0,4,,,,,93.75,1
5,4,2,5,2,0,0,5,1,1,4,2,2,5,200,30,3,1,3,1,70,5,1,0,0,0,0,0,0,-99,3,0,0,0,225,45,1,2,2,1,28.442928,2,200,300,1.5,10,5,1,0,1,0,0,0,0,1,0,0,4,,,,,93.75,1
5,5,1,5,2,0,0,5,1,1,4,2,2,4,200,20,3,1,4,3,30,2,1,35,3,3,185,111.666666666666,0,-99,2,74,189,74,334,67,1,2,2,1,28.442928,2,200,300,1.5,30,5,1,0,0,0,0,0,0,0,0,0,1,,,,,93.75,0
5,5,2,5,2,0,0,5,1,1,4,2,2,4,200,50,3,1,1,4,30,2,1,35,3,3,185,111.666666666666,0,-99,2,74,189,74,334,67,1,2,2,1,28.442928,2,200,300,1.5,30,5,1,0,0,0,0,0,0,0,0,0,1,,,,,93.75,0
6,1,1,6,2,0,0,6,1,2,4,1,1,6,185,35,2,3,4,3,30,2,2,30,2,2,0,0,0,-99,5,0,0,0,230,46,1,2,1,1,32.992458,2,20,5,.25,0,5,2,0,0,0,1,0,0,0,1,0,3,,,,,93.75,0
6,1,2,6,2,0,0,6,1,2,4,1,1,6,185,35,2,3,5,1,30,2,2,30,2,2,0,0,0,-99,5,0,0,0,230,46,1,2,1,1,32.992458,2,20,5,.25,0,5,2,0,0,1,0,0,0,0,1,0,3,,,,,93.75,0
6,2,1,6,2,0,0,6,1,2,4,1,1,4,200,40,2,3,4,2,35,4,2,0,0,0,0,0,0,-99,3,0,0,0,215,43,1,2,1,1,32.992458,2,20,5,.25,10,5,2,0,0,0,0,0,0,0,0,0,1,,,,,93.75,0
6,2,2,6,2,0,0,6,1,2,4,1,1,4,200,30,2,3,6,4,35,4,2,0,0,0,0,0,0,-99,3,0,0,0,215,43,1,2,1,1,32.992458,2,20,5,.25,10,5,2,0,0,0,0,0,0,0,0,0,1,,,,,93.75,0
6,3,1,6,2,0,0,6,1,2,4,1,1,2,200,35,2,3,3,4,10,3,4,30,2,2,0,0,0,-99,6,0,0,0,245,49,1,2,1,1,32.992458,2,20,5,.25,0,5,2,0,1,0,0,0,0,1,0,0,4,,,,,93.75,1
6,3,2,6,2,0,0,6,1,2,4,1,1,2,200,35,2,3,5,2,10,3,4,30,2,2,0,0,0,-99,6,0,0,0,245,49,1,2,1,1,32.992458,2,20,5,.25,0,5,2,1,0,0,0,0,0,1,0,0,4,,,,,93.75,1
6,4,1,6,2,0,0,6,1,2,4,1,2,6,200,20,3,1,5,2,35,5,2,10,3,4,0,0,0,-99,3,0,0,0,225,45,1,2,1,1,32.992458,2,20,5,.25,30,5,2,1,0,0,0,0,0,1,0,0,4,,,,,93.75,1
6,4,2,6,2,0,0,6,1,2,4,1,2,6,200,50,3,1,3,2,35,5,2,10,3,4,0,0,0,-99,3,0,0,0,225,45,1,2,1,1,32.992458,2,20,5,.25,30,5,2,0,1,0,0,0,0,1,0,0,4,,,,,93.75,1
6,5,1,6,2,0,0,6,1,2,4,1,2,3,200,35,3,1,4,4,30,2,2,35,5,2,174.666666666666,122.166666666666,0,-99,2,189,0,0,439,88,1,2,1,1,32.992458,2,20,5,.25,0,5,2,0,0,0,0,0,0,0,0,0,1,,,,,93.75,1
6,5,2,6,2,0,0,6,1,2,4,1,2,3,200,35,3,1,1,3,30,2,2,35,5,2,174.666666666666,122.166666666666,0,-99,2,189,0,0,439,88,1,2,1,1,32.992458,2,20,5,.25,0,5,2,0,0,0,0,0,0,0,0,0,1,,,,,93.75,1
7,1,1,7,2,0,0,7,1,3,3,2,2,1,195,35,3,1,4,1,35,1,1,35,1,1,0,0,0,-99,5,0,0,0,255,51,1,2,2,1,38.554276,2,55,50,.90909094,0,5,3,0,0,0,0,0,0,0,0,0,1,,,,,93.75,0
7,1,2,7,2,0,0,7,1,3,3,2,2,1,195,35,3,1,1,1,35,1,1,35,1,1,0,0,0,-99,5,0,0,0,255,51,1,2,2,1,38.554276,2,55,50,.90909094,0,5,3,0,0,0,0,0,0,0,0,0,1,,,,,93.75,0
7,2,1,7,2,0,0,7,1,3,3,2,1,5,200,35,2,3,5,4,35,5,4,35,5,4,0,0,0,-99,3,0,0,0,260,52,1,2,2,1,38.554276,2,55,50,.90909094,0,5,3,0,0,1,0,0,0,0,1,0,3,,,,,93.75,0
7,2,2,7,2,0,0,7,1,3,3,2,1,5,200,35,2,3,6,2,35,5,4,35,5,4,0,0,0,-99,3,0,0,0,260,52,1,2,2,1,38.554276,2,55,50,.90909094,0,5,3,0,0,0,1,0,0,0,1,0,3,,,,,93.75,0
7,3,1,7,2,0,0,7,1,3,3,2,2,3,200,35,3,1,4,3,30,2,3,35,1,1,0,0,0,-99,6,0,0,0,260,52,1,2,2,1,38.554276,2,55,50,.90909094,0,5,3,0,0,0,0,0,0,0,0,0,1,,,,,93.75,0
7,3,2,7,2,0,0,7,1,3,3,2,2,3,200,35,3,1,1,1,30,2,3,35,1,1,0,0,0,-99,6,0,0,0,260,52,1,2,2,1,38.554276,2,55,50,.90909094,0,5,3,0,0,0,0,0,0,0,0,0,1,,,,,93.75,0
7,4,1,7,2,0,0,7,1,3,3,2,1,3,200,30,2,3,1,3,30,5,3,30,5,3,0,0,0,-99,3,0,0,0,255,51,1,2,2,1,38.554276,2,55,50,.90909094,10,5,3,0,1,0,0,0,0,1,0,0,4,,,,,93.75,1
7,4,2,7,2,0,0,7,1,3,3,2,1,3,200,40,2,3,5,3,30,5,3,30,5,3,0,0,0,-99,3,0,0,0,255,51,1,2,2,1,38.554276,2,55,50,.90909094,10,5,3,1,0,0,0,0,0,1,0,0,4,,,,,93.75,1
7,5,1,7,2,0,0,7,1,3,3,2,1,7,200,35,2,3,3,3,35,3,3,35,5,4,168.666666666666,139.5,0,-99,2,100,200,100,360,72,1,2,2,1,38.554276,2,55,50,.90909094,0,5,3,0,0,0,0,0,0,0,0,0,1,,,,,93.75,1
7,5,2,7,2,0,0,7,1,3,3,2,1,7,200,35,2,3,4,1,35,3,3,35,5,4,168.666666666666,139.5,0,-99,2,100,200,100,360,72,1,2,2,1,38.554276,2,55,50,.90909094,0,5,3,0,0,0,0,0,0,0,0,0,1,,,,,93.75,1
8,1,1,8,2,0,0,8,1,4,3,1,2,2,100,20,3,1,4,2,35,1,2,0,0,0,0,0,0,-99,5,0,0,0,125,25,1,2,2,1,28.442928,2,100,0,0,30,5,4,0,0,0,0,0,0,0,0,0,1,,,,,93.75,0
8,1,2,8,2,0,0,8,1,4,3,1,2,2,100,50,3,1,1,2,35,1,2,0,0,0,0,0,0,-99,5,0,0,0,125,25,1,2,2,1,28.442928,2,100,0,0,30,5,4,0,0,0,0,0,0,0,0,0,1,,,,,93.75,0
8,2,1,8,2,0,0,8,1,4,3,1,1,6,200,20,2,3,5,3,35,5,3,0,0,0,0,0,0,-99,3,0,0,0,225,45,1,2,2,1,28.442928,2,100,0,0,30,5,4,0,0,1,0,0,0,0,1,0,3,,,,,93.75,1
8,2,2,8,2,0,0,8,1,4,3,1,1,6,200,50,2,3,6,1,35,5,3,0,0,0,0,0,0,-99,3,0,0,0,225,45,1,2,2,1,28.442928,2,100,0,0,30,5,4,0,0,0,1,0,0,0,1,0,3,,,,,93.75,1
8,3,1,8,2,0,0,8,1,4,3,1,2,4,200,70,3,1,4,4,30,2,4,35,5,3,0,0,0,-99,6,0,0,0,260,52,1,2,2,1,28.442928,2,100,0,0,70,5,4,0,0,0,0,0,0,0,0,0,1,,,,,93.75,0
8,3,2,8,2,0,0,8,1,4,3,1,2,4,200,0,3,1,1,2,30,2,4,35,5,3,0,0,0,-99,6,0,0,0,260,52,1,2,2,1,28.442928,2,100,0,0,70,5,4,0,0,0,0,0,0,0,0,0,1,,,,,93.75,0
8,4,1,8,2,0,0,8,1,4,3,1,1,4,200,70,2,3,1,4,35,5,4,35,5,3,0,0,0,-99,3,0,0,0,260,52,1,2,2,1,28.442928,2,100,0,0,70,5,4,0,1,0,0,0,0,1,0,0,4,,,,,93.75,1
8,4,2,8,2,0,0,8,1,4,3,1,1,4,200,0,2,3,5,4,35,5,4,35,5,3,0,0,0,-99,3,0,0,0,260,52,1,2,2,1,28.442928,2,100,0,0,70,5,4,1,0,0,0,0,0,1,0,0,4,,,,,93.75,1
8,5,1,8,2,0,0,8,1,4,3,1,1,8,200,0,2,3,3,4,35,3,4,35,5,4,185,111.666666666666,0,-99,2,200,0,0,460,92,1,2,2,1,28.442928,2,100,0,0,70,5,4,0,0,0,0,0,0,0,0,0,1,,,,,93.75,0
8,5,2,8,2,0,0,8,1,4,3,1,1,8,200,70,2,3,4,2,35,3,4,35,5,4,185,111.666666666666,0,-99,2,200,0,0,460,92,1,2,2,1,28.442928,2,100,0,0,70,5,4,0,0,0,0,0,0,0,0,0,1,,,,,93.75,0
9,1,1,9,3,0,0,9,1,1,6,2,2,3,300,35,3,1,6,1,35,1,3,0,0,0,0,0,0,-99,5,0,0,0,340,68,1,3,3,2,45,2,200,300,1.5,0,6,1,1,0,0,0,0,0,1,0,0,4,,,,,112.5,1
9,1,2,9,3,0,0,9,1,1,6,2,2,3,300,35,3,1,1,3,35,1,3,0,0,0,0,0,0,-99,5,0,0,0,340,68,1,3,3,2,45,2,200,300,1.5,0,6,1,0,1,0,0,0,0,1,0,0,4,,,,,112.5,1
9,2,1,9,3,0,0,9,1,1,6,2,2,1,200,35,3,1,4,3,30,3,1,35,1,3,0,0,0,-99,6,0,0,0,275,55,1,3,3,2,45,2,200,300,1.5,0,6,1,0,0,0,0,0,0,0,0,0,1,,,,,112.5,1
9,2,2,9,3,0,0,9,1,1,6,2,2,1,200,35,3,1,1,3,30,3,1,35,1,3,0,0,0,-99,6,0,0,0,275,55,1,3,3,2,45,2,200,300,1.5,0,6,1,0,0,0,0,0,0,0,0,0,1,,,,,112.5,1
9,3,1,9,3,0,0,9,1,1,6,2,1,5,200,35,2,3,5,4,35,5,4,35,1,3,0,0,0,-99,3,0,0,0,275,55,1,3,3,2,45,2,200,300,1.5,0,6,1,0,0,0,1,0,0,0,1,0,3,,,,,112.5,1
9,3,2,9,3,0,0,9,1,1,6,2,1,5,200,35,2,3,6,2,35,5,4,35,1,3,0,0,0,-99,3,0,0,0,275,55,1,3,3,2,45,2,200,300,1.5,0,6,1,0,0,1,0,0,0,0,1,0,3,,,,,112.5,1
9,4,1,9,3,0,0,9,1,1,6,2,1,5,200,35,2,3,2,1,0,5,1,0,0,0,0,0,0,-99,1,0,0,0,240,48,1,3,3,2,45,2,200,300,1.5,0,6,1,0,0,0,0,0,0,0,0,0,1,,,,,112.5,1
9,4,2,9,3,0,0,9,1,1,6,2,1,5,200,35,2,3,5,1,0,5,1,0,0,0,0,0,0,-99,1,0,0,0,240,48,1,3,3,2,45,2,200,300,1.5,0,6,1,0,0,0,0,0,0,0,0,0,1,,,,,112.5,1
9,5,1,9,3,0,0,9,1,1,6,2,1,5,200,35,2,3,5,1,35,5,1,0,5,1,160,160,0,-99,6,170,170,170,410,82,1,3,3,2,45,2,200,300,1.5,0,6,1,0,1,0,0,0,0,1,0,0,4,,,,,112.5,1
9,5,2,9,3,0,0,9,1,1,6,2,1,5,200,35,2,3,6,1,35,5,1,0,5,1,160,160,0,-99,6,170,170,170,410,82,1,3,3,2,45,2,200,300,1.5,0,6,1,1,0,0,0,0,0,1,0,0,4,,,,,112.5,1
10,1,1,10,3,0,0,10,1,2,6,1,2,4,200,35,3,1,6,2,35,1,4,0,0,0,0,0,0,-99,5,0,0,0,230,46,1,3,2,2,41.467705,2,0,0,,0,6,2,1,0,0,0,0,0,1,0,0,4,,,,,112.5,1
10,1,2,10,3,0,0,10,1,2,6,1,2,4,200,35,3,1,1,4,35,1,4,0,0,0,0,0,0,-99,5,0,0,0,230,46,1,3,2,2,41.467705,2,0,0,,0,6,2,0,1,0,0,0,0,1,0,0,4,,,,,112.5,1
10,2,1,10,3,0,0,10,1,2,6,1,2,2,200,35,3,1,4,4,30,3,2,0,0,0,0,0,0,-99,6,0,0,0,230,46,1,3,2,2,41.467705,2,0,0,,0,6,2,0,0,0,0,0,0,0,0,0,1,,,,,112.5,1
10,2,2,10,3,0,0,10,1,2,6,1,2,2,200,35,3,1,1,4,30,3,2,0,0,0,0,0,0,-99,6,0,0,0,230,46,1,3,2,2,41.467705,2,0,0,,0,6,2,0,0,0,0,0,0,0,0,0,1,,,,,112.5,1
10,3,1,10,3,0,0,10,1,2,6,1,1,6,200,35,2,3,5,3,35,5,3,30,3,2,0,0,0,-99,3,0,0,0,260,52,1,3,2,2,41.467705,2,0,0,,0,6,2,0,0,0,1,0,0,0,1,0,3,,,,,112.5,0
10,3,2,10,3,0,0,10,1,2,6,1,1,6,200,35,2,3,6,1,35,5,3,30,3,2,0,0,0,-99,3,0,0,0,260,52,1,3,2,2,41.467705,2,0,0,,0,6,2,0,0,1,0,0,0,0,1,0,3,,,,,112.5,0
10,4,1,10,3,0,0,10,1,2,6,1,1,6,200,35,2,3,2,2,35,5,2,35,1,4,0,0,0,-99,1,0,0,0,265,53,1,3,2,2,41.467705,2,0,0,,0,6,2,0,0,0,0,0,0,0,0,0,1,,,,,112.5,1
10,4,2,10,3,0,0,10,1,2,6,1,1,6,200,35,2,3,5,2,35,5,2,35,1,4,0,0,0,-99,1,0,0,0,265,53,1,3,2,2,41.467705,2,0,0,,0,6,2,0,0,0,0,0,0,0,0,0,1,,,,,112.5,1
10,5,1,10,3,0,0,10,1,2,6,1,1,6,200,35,2,3,5,2,20,5,2,30,3,2,168.333333333333,151.666666666666,0,-99,6,170,0,0,430,86,1,3,2,2,41.467705,2,0,0,,0,6,2,0,1,0,0,0,0,1,0,0,4,,,,,112.5,1
10,5,2,10,3,0,0,10,1,2,6,1,1,6,200,35,2,3,6,2,20,5,2,30,3,2,168.333333333333,151.666666666666,0,-99,6,170,0,0,430,86,1,3,2,2,41.467705,2,0,0,,0,6,2,1,0,0,0,0,0,1,0,0,4,,,,,112.5,1
11,1,1,11,3,0,0,11,1,3,5,2,1,7,200,45,2,3,5,3,30,3,3,0,0,0,0,0,0,-99,5,0,0,0,250,50,1,3,4,2,35.883907,2,150,150,1,20,6,3,0,1,0,0,0,0,1,0,0,4,,,,,112.5,1
11,1,2,11,3,0,0,11,1,3,5,2,1,7,200,25,2,3,6,3,30,3,3,0,0,0,0,0,0,-99,5,0,0,0,250,50,1,3,4,2,35.883907,2,150,150,1,20,6,3,1,0,0,0,0,0,1,0,0,4,,,,,112.5,1
11,2,1,11,3,0,0,11,1,3,5,2,2,7,200,35,3,1,5,1,30,3,3,0,0,0,0,0,0,-99,6,0,0,0,250,50,1,3,4,2,35.883907,2,150,150,1,0,6,3,0,0,0,0,0,0,0,0,0,1,,,,,112.5,1
