sid,period,recipient,sessionid,subject,group,profit,totalprofit,pair,roletrust,numingroup,svogroup,role,roledictator,trio,trustprofit,give,other1,other2,otherteam,othernum,dictator_roundpay,dictator_team,dictator_num,dictatorprofit,selectedteam,selectednum,mean_to_self,mean_to_other,not_altru_indiv,inequality_aversion_score,payed_slider,svoprofit,kept_of_sender,received_from_sender,totalpayoff,topay,session,groupid,correct,correct_group,svo_angle,svo_type,collectivism,sent,returned,kindness,norsent,discrimination,partner_team,partner_id,direct,otherdirect,greciprocity,othergreciprocity,ingroup,otheringroup,conddirect,condgrec,condin,condition,_est_disc_senders,_est_discrimination,_est_disc_responders,subdisc,inbiasround,inbias,groupbias,groupkindness,groupsend,history,baseline,falsebaseline,indcondition
1,1,1,140610_0932,1,1,0,0,1,Sender,1,2,2,1,2,200,35,2,3,4,2,30,1,1,0,0,0,0,0,0,-99,5,0,0,0,250,42,1,1,4,2,28.442928,2,4,100,100,.33333334,.66666669,0,4,1,0,0,1,0,0,0,0,1,0,Group,1,1,0,0,,0,-10,,72.25,0,0,0,Group
1,1,2,140610_0932,1,1,0,0,1,Sender,1,2,2,1,2,200,35,2,3,6,2,30,1,1,0,0,0,0,0,0,-99,5,0,0,0,250,42,1,1,4,2,28.442928,2,4,100,100,.33333334,.66666669,0,4,1,0,0,0,1,0,0,0,1,0,Group,1,1,0,0,,0,-10,,72.25,0,1,1,Baseline
1,2,1,140610_0932,1,1,0,0,1,Sender,1,2,2,1,7,200,35,2,3,5,1,1,5,1,0,0,0,0,0,0,-99,6,0,0,0,250,42,1,1,4,2,28.442928,2,4,100,100,.33333334,.66666669,0,4,1,0,0,0,0,0,0,0,0,0,Baseline,1,1,0,0,,,,,72.25,0,1,0,Baseline
1,2,2,140610_0932,1,1,0,0,1,Sender,1,2,2,1,7,200,35,2,3,5,3,1,5,1,0,0,0,0,0,0,-99,6,0,0,0,250,42,1,1,4,2,28.442928,2,4,100,100,.33333334,.66666669,0,4,1,0,0,0,0,0,0,0,0,0,Baseline,1,1,0,0,,,,,72.25,0,1,0,Baseline
1,3,1,140610_0932,1,1,0,0,1,Sender,1,2,2,1,7,200,35,2,3,1,4,50,1,4,1,5,1,0,0,0,-99,5,0,0,0,251,42,1,1,4,2,28.442928,2,4,100,100,.33333334,.66666669,0,4,1,0,0,0,0,1,0,0,0,1,In-Group,1,1,0,0,0,,,,72.25,1,0,0,In-Group
1,3,2,140610_0932,1,1,0,0,1,Sender,1,2,2,1,7,200,35,2,3,3,1,50,1,4,1,5,1,0,0,0,-99,5,0,0,0,251,42,1,1,4,2,28.442928,2,4,100,100,.33333334,.66666669,0,4,1,0,0,0,0,0,1,0,0,1,In-Group,1,1,0,0,0,,,,72.25,1,1,1,Baseline
1,4,1,140610_0932,1,1,0,0,1,Sender,1,2,2,1,4,200,35,2,3,3,1,30,1,1,1,5,1,0,0,0,-99,2,0,0,0,251,42,1,1,4,2,28.442928,2,4,100,100,.33333334,.66666669,0,4,1,0,0,0,0,0,0,0,0,0,Baseline,1,1,0,,,,,,72.25,0,1,0,Baseline
1,4,2,140610_0932,1,1,0,0,1,Sender,1,2,2,1,4,200,35,2,3,6,2,30,1,1,1,5,1,0,0,0,-99,2,0,0,0,251,42,1,1,4,2,28.442928,2,4,100,100,.33333334,.66666669,0,4,1,0,0,0,0,0,0,0,0,0,Baseline,1,1,0,,,,,,72.25,0,1,0,Baseline
1,5,1,140610_0932,1,1,0,0,1,Sender,1,2,2,1,4,200,35,2,3,4,3,30,1,1,30,1,1,0,0,0,-99,6,0,0,0,280,47,1,1,4,2,28.442928,2,4,100,100,.33333334,.66666669,0,4,1,0,0,1,0,0,0,0,1,0,Group,1,1,0,,,,,,72.25,0,0,0,Group
1,5,2,140610_0932,1,1,0,0,1,Sender,1,2,2,1,4,200,35,2,3,5,1,30,1,1,30,1,1,0,0,0,-99,6,0,0,0,280,47,1,1,4,2,28.442928,2,4,100,100,.33333334,.66666669,0,4,1,0,0,0,1,0,0,0,1,0,Group,1,1,0,,,,,,72.25,0,1,1,Baseline
1,6,1,140610_0932,1,1,0,0,1,Sender,1,2,2,1,6,200,35,2,3,3,4,35,4,1,50,1,4,185,111.666666666667,0,-99,4,115,135,115,415,70,1,1,4,2,28.442928,2,4,100,100,.33333334,.66666669,0,4,1,0,1,0,0,0,0,1,0,0,Direct,1,1,0,0,,,,,72.25,1,1,1,Baseline
1,6,2,140610_0932,1,1,0,0,1,Sender,1,2,2,1,6,200,35,2,3,4,1,35,4,1,50,1,4,185,111.666666666667,0,-99,4,115,135,115,415,70,1,1,4,2,28.442928,2,4,100,100,.33333334,.66666669,0,4,1,1,0,0,0,0,0,1,0,0,Direct,1,1,0,0,,,,,72.25,1,0,0,Direct
2,1,1,140610_0932,2,1,0,0,2,Sender,2,2,1,1,1,165,35,2,3,2,1,30,1,2,0,0,0,0,0,0,-99,5,0,0,0,195,33,1,1,2,2,37.023232,2,5,40,5,.041666668,.26666668,0,4,2,0,0,0,1,0,0,0,1,0,Group,1,1,0,0,,0,-10,,72.25,0,1,1,Baseline
2,1,2,140610_0932,2,1,0,0,2,Sender,2,2,1,1,1,165,35,2,3,4,1,30,1,2,0,0,0,0,0,0,-99,5,0,0,0,195,33,1,1,2,2,37.023232,2,5,40,5,.041666668,.26666668,0,4,2,0,0,1,0,0,0,0,1,0,Group,1,1,0,0,,0,-10,,72.25,0,0,0,Group
2,2,1,140610_0932,2,1,0,0,2,Sender,2,2,1,1,4,200,35,2,3,4,4,35,4,4,30,1,2,0,0,0,-99,6,0,0,0,260,44,1,1,2,2,37.023232,2,5,40,5,.041666668,.26666668,0,4,2,0,0,1,0,0,0,0,1,0,Group,1,1,0,,,,,,72.25,0,0,0,Group
2,2,2,140610_0932,2,1,0,0,2,Sender,2,2,1,1,4,200,35,2,3,5,2,35,4,4,30,1,2,0,0,0,-99,6,0,0,0,260,44,1,1,2,2,37.023232,2,5,40,5,.041666668,.26666668,0,4,2,0,0,0,1,0,0,0,1,0,Group,1,1,0,,,,,,72.25,0,1,1,Baseline
2,3,1,140610_0932,2,1,0,0,2,Sender,2,2,1,1,6,200,35,2,3,3,3,35,3,3,0,0,0,0,0,0,-99,5,0,0,0,230,39,1,1,2,2,37.023232,2,5,40,5,.041666668,.26666668,0,4,2,0,1,0,0,0,0,1,0,0,Direct,1,1,0,0,,,,,72.25,1,1,1,Baseline
2,3,2,140610_0932,2,1,0,0,2,Sender,2,2,1,1,6,200,35,2,3,4,2,35,3,3,0,0,0,0,0,0,-99,5,0,0,0,230,39,1,1,2,2,37.023232,2,5,40,5,.041666668,.26666668,0,4,2,1,0,0,0,0,0,1,0,0,Direct,1,1,0,0,,,,,72.25,1,0,0,Direct
2,4,1,140610_0932,2,1,0,0,2,Sender,2,2,1,1,6,200,35,2,3,2,1,30,1,2,30,1,2,0,0,0,-99,2,0,0,0,260,44,1,1,2,2,37.023232,2,5,40,5,.041666668,.26666668,0,4,2,0,0,0,0,0,0,0,0,0,Baseline,1,1,0,,,,,,72.25,0,1,0,Baseline
2,4,2,140610_0932,2,1,0,0,2,Sender,2,2,1,1,6,200,35,2,3,5,1,30,1,2,30,1,2,0,0,0,-99,2,0,0,0,260,44,1,1,2,2,37.023232,2,5,40,5,.041666668,.26666668,0,4,2,0,0,0,0,0,0,0,0,0,Baseline,1,1,0,,,,,,72.25,0,1,0,Baseline
2,5,1,140610_0932,2,1,0,0,2,Sender,2,2,1,1,7,200,35,2,3,5,2,30,1,2,30,1,2,0,0,0,-99,6,0,0,0,260,44,1,1,2,2,37.023232,2,5,40,5,.041666668,.26666668,0,4,2,0,0,0,0,0,0,0,0,0,Baseline,1,1,0,0,,,,,72.25,0,1,0,Baseline
2,5,2,140610_0932,2,1,0,0,2,Sender,2,2,1,1,7,200,35,2,3,5,4,30,1,2,30,1,2,0,0,0,-99,6,0,0,0,260,44,1,1,2,2,37.023232,2,5,40,5,.041666668,.26666668,0,4,2,0,0,0,0,0,0,0,0,0,Baseline,1,1,0,0,,,,,72.25,0,1,0,Baseline
2,6,1,140610_0932,2,1,0,0,2,Sender,2,2,1,1,7,200,35,2,3,1,3,30,3,2,30,1,2,174.166666666667,137.5,0,-99,4,135,0,0,395,66,1,1,2,2,37.023232,2,5,40,5,.041666668,.26666668,0,4,2,0,0,0,0,1,0,0,0,1,In-Group,1,1,0,0,0,,,,72.25,1,0,0,In-Group
2,6,2,140610_0932,2,1,0,0,2,Sender,2,2,1,1,7,200,35,2,3,3,2,30,3,2,30,1,2,174.166666666667,137.5,0,-99,4,135,0,0,395,66,1,1,2,2,37.023232,2,5,40,5,.041666668,.26666668,0,4,2,0,0,0,0,0,1,0,0,1,In-Group,1,1,0,0,0,,,,72.25,1,1,1,Baseline
3,1,1,140610_0932,3,1,0,0,3,Sender,3,1,2,1,4,200,40,2,3,3,3,30,1,3,0,0,0,0,0,0,-99,5,0,0,0,250,42,1,1,4,2,34.348942,2,3.8,0,0,,0,10,4,3,0,0,0,0,0,0,0,0,0,Baseline,1,1,0,,,-70,-10,,72.25,0,1,0,Baseline
3,1,2,140610_0932,3,1,0,0,3,Sender,3,1,2,1,4,200,30,2,3,6,4,30,1,3,0,0,0,0,0,0,-99,5,0,0,0,250,42,1,1,4,2,34.348942,2,3.8,0,0,,0,10,4,3,0,0,0,0,0,0,0,0,0,Baseline,1,1,0,,,-70,-10,,72.25,0,1,0,Baseline
3,2,1,140610_0932,3,1,0,0,3,Sender,3,1,2,1,5,200,40,2,3,2,1,0,2,1,0,0,0,0,0,0,-99,6,0,0,0,250,42,1,1,4,2,34.348942,2,3.8,0,0,,0,10,4,3,0,1,0,0,0,0,1,0,0,Direct,1,1,0,10,,,,,72.25,1,1,1,Baseline
3,2,2,140610_0932,3,1,0,0,3,Sender,3,1,2,1,5,200,30,2,3,4,3,0,2,1,0,0,0,0,0,0,-99,6,0,0,0,250,42,1,1,4,2,34.348942,2,3.8,0,0,,0,10,4,3,1,0,0,0,0,0,1,0,0,Direct,1,1,0,10,,,,,72.25,1,0,0,Direct
3,3,1,140610_0932,3,1,0,0,3,Sender,3,1,2,1,3,200,0,2,3,2,2,35,2,2,0,2,1,0,0,0,-99,5,0,0,0,250,42,1,1,4,2,34.348942,2,3.8,0,0,,0,70,4,3,0,0,0,0,0,0,0,0,0,Baseline,1,1,0,40,,,,,72.25,0,1,0,Baseline
3,3,2,140610_0932,3,1,0,0,3,Sender,3,1,2,1,3,200,70,2,3,5,3,35,2,2,0,2,1,0,0,0,-99,5,0,0,0,250,42,1,1,4,2,34.348942,2,3.8,0,0,,0,70,4,3,0,0,0,0,0,0,0,0,0,Baseline,1,1,0,40,,,,,72.25,0,1,0,Baseline
3,4,1,140610_0932,3,1,0,0,3,Sender,3,1,2,1,2,200,0,2,3,4,4,30,1,3,30,1,3,0,0,0,-99,2,0,0,0,280,47,1,1,4,2,34.348942,2,3.8,0,0,,0,70,4,3,0,0,1,0,0,0,0,1,0,Group,1,1,0,,,,,,72.25,0,0,0,Group
3,4,2,140610_0932,3,1,0,0,3,Sender,3,1,2,1,2,200,70,2,3,6,4,30,1,3,30,1,3,0,0,0,-99,2,0,0,0,280,47,1,1,4,2,34.348942,2,3.8,0,0,,0,70,4,3,0,0,0,1,0,0,0,1,0,Group,1,1,0,,,,,,72.25,0,1,1,Baseline
3,5,1,140610_0932,3,1,0,0,3,Sender,3,1,2,1,3,200,70,2,3,3,3,30,1,3,0,2,1,0,0,0,-99,6,0,0,0,250,42,1,1,4,2,34.348942,2,3.8,0,0,,0,70,4,3,0,0,0,1,0,0,0,1,0,Group,1,1,0,70,,,,,72.25,0,1,1,Baseline
3,5,2,140610_0932,3,1,0,0,3,Sender,3,1,2,1,3,200,0,2,3,4,1,30,1,3,0,2,1,0,0,0,-99,6,0,0,0,250,42,1,1,4,2,34.348942,2,3.8,0,0,,0,70,4,3,0,0,1,0,0,0,0,1,0,Group,1,1,0,70,,,,,72.25,0,0,0,Group
3,6,1,140610_0932,3,1,0,0,3,Sender,3,1,2,2,7,200,70,3,1,3,2,40,3,2,30,1,3,177.666666666667,129.333333333333,0,-99,4,30,170,30,310,52,1,1,4,2,34.348942,2,3.8,0,0,,0,70,4,3,0,0,0,0,0,1,0,0,1,In-Group,1,1,0,70,-70,,,,72.25,1,1,1,Baseline
3,6,2,140610_0932,3,1,0,0,3,Sender,3,1,2,2,7,200,0,3,1,1,2,40,3,2,30,1,3,177.666666666667,129.333333333333,0,-99,4,30,170,30,310,52,1,1,4,2,34.348942,2,3.8,0,0,,0,70,4,3,0,0,0,0,1,0,0,0,1,In-Group,1,1,0,70,-70,,,,72.25,1,0,0,In-Group
4,1,1,140610_0932,4,1,0,0,4,Sender,4,1,1,1,6,231,35,2,3,2,3,30,1,4,0,0,0,0,0,0,-99,5,0,0,0,261,44,1,1,2,2,28.442928,2,5,149,180,.40268457,.99333334,0,4,4,0,0,0,0,0,0,0,0,0,Baseline,1,1,0,0,,30,-10,,72.25,0,1,0,Baseline
4,1,2,140610_0932,4,1,0,0,4,Sender,4,1,1,1,6,231,35,2,3,5,3,30,1,4,0,0,0,0,0,0,-99,5,0,0,0,261,44,1,1,2,2,28.442928,2,5,149,180,.40268457,.99333334,0,4,4,0,0,0,0,0,0,0,0,0,Baseline,1,1,0,0,,30,-10,,72.25,0,1,0,Baseline
4,2,1,140610_0932,4,1,0,0,4,Sender,4,1,1,1,3,200,35,2,3,3,4,35,3,4,35,3,4,0,0,0,-99,6,0,0,0,265,45,1,1,2,2,28.442928,2,5,149,180,.40268457,.99333334,0,4,4,0,0,0,1,0,0,0,1,0,Group,1,1,0,0,,,,,72.25,0,1,1,Baseline
4,2,2,140610_0932,4,1,0,0,4,Sender,4,1,1,1,3,200,35,2,3,4,2,35,3,4,35,3,4,0,0,0,-99,6,0,0,0,265,45,1,1,2,2,28.442928,2,5,149,180,.40268457,.99333334,0,4,4,0,0,1,0,0,0,0,1,0,Group,1,1,0,0,,,,,72.25,0,0,0,Group
4,3,1,140610_0932,4,1,0,0,4,Sender,4,1,1,2,7,200,20,3,1,3,1,30,1,4,0,0,0,0,0,0,-99,5,0,0,0,230,39,1,1,2,2,28.442928,2,5,149,180,.40268457,.99333334,30,4,4,0,0,0,0,0,1,0,0,1,In-Group,1,1,0,30,30,,,,72.25,1,1,1,Baseline
4,3,2,140610_0932,4,1,0,0,4,Sender,4,1,1,2,7,200,50,3,1,1,1,30,1,4,0,0,0,0,0,0,-99,5,0,0,0,230,39,1,1,2,2,28.442928,2,5,149,180,.40268457,.99333334,30,4,4,0,0,0,0,1,0,0,0,1,In-Group,1,1,0,30,30,,,,72.25,1,0,0,In-Group
4,4,1,140610_0932,4,1,0,0,4,Sender,4,1,1,1,1,200,35,2,3,2,3,30,1,4,30,1,4,0,0,0,-99,2,0,0,0,260,44,1,1,2,2,28.442928,2,5,149,180,.40268457,.99333334,0,4,4,0,0,0,1,0,0,0,1,0,Group,1,1,0,,,,,,72.25,0,1,1,Baseline
4,4,2,140610_0932,4,1,0,0,4,Sender,4,1,1,1,1,200,35,2,3,4,3,30,1,4,30,1,4,0,0,0,-99,2,0,0,0,260,44,1,1,2,2,28.442928,2,5,149,180,.40268457,.99333334,0,4,4,0,0,1,0,0,0,0,1,0,Group,1,1,0,,,,,,72.25,0,0,0,Group
4,5,1,140610_0932,4,1,0,0,4,Sender,4,1,1,1,5,200,69,2,3,2,2,30,1,4,30,1,4,0,0,0,-99,6,0,0,0,260,44,1,1,2,2,28.442928,2,5,149,180,.40268457,.99333334,68,4,4,0,1,0,0,0,0,1,0,0,Direct,1,1,0,68,,,,,72.25,1,1,1,Baseline
4,5,2,140610_0932,4,1,0,0,4,Sender,4,1,1,1,5,200,1,2,3,4,4,30,1,4,30,1,4,0,0,0,-99,6,0,0,0,260,44,1,1,2,2,28.442928,2,5,149,180,.40268457,.99333334,68,4,4,1,0,0,0,0,0,1,0,0,Direct,1,1,0,68,,,,,72.25,1,0,0,Direct
4,6,1,140610_0932,4,1,0,0,4,Sender,4,1,1,1,3,200,35,2,3,2,1,35,5,4,30,1,4,185,111.666666666667,0,-99,4,170,0,0,430,72,1,1,2,2,28.442928,2,5,149,180,.40268457,.99333334,0,4,4,0,0,0,0,0,0,0,0,0,Baseline,1,1,0,,,,,,72.25,0,1,0,Baseline
4,6,2,140610_0932,4,1,0,0,4,Sender,4,1,1,1,3,200,35,2,3,5,4,35,5,4,30,1,4,185,111.666666666667,0,-99,4,170,0,0,430,72,1,1,2,2,28.442928,2,5,149,180,.40268457,.99333334,0,4,4,0,0,0,0,0,0,0,0,0,Baseline,1,1,0,,,,,,72.25,0,1,0,Baseline
5,1,1,140610_0932,5,2,0,0,5,Sender,1,4,2,2,1,250,35,3,1,4,1,35,1,2,0,0,0,0,0,0,-99,3,0,0,0,305,51,1,2,4,3,48.532295,2,4.1999998,150,200,.44444445,1,0,5,1,0,0,0,0,0,0,0,0,0,Baseline,1,1,0,,,70,25,,97.5,0,1,0,Baseline
5,1,2,140610_0932,5,2,0,0,5,Sender,1,4,2,2,1,250,35,3,1,1,2,35,1,2,0,0,0,0,0,0,-99,3,0,0,0,305,51,1,2,4,3,48.532295,2,4.1999998,150,200,.44444445,1,0,5,1,0,0,0,0,0,0,0,0,0,Baseline,1,1,0,,,70,25,,97.5,0,1,0,Baseline
5,2,1,140610_0932,5,2,0,0,5,Sender,1,4,2,2,5,200,70,3,1,4,3,30,2,1,0,0,0,0,0,0,-99,2,0,0,0,255,43,1,2,4,3,48.532295,2,4.1999998,150,200,.44444445,1,70,5,1,0,0,0,0,0,0,0,0,0,Baseline,1,1,0,35,,,,,97.5,0,1,0,Baseline
5,2,2,140610_0932,5,2,0,0,5,Sender,1,4,2,2,5,200,0,3,1,1,3,30,2,1,0,0,0,0,0,0,-99,2,0,0,0,255,43,1,2,4,3,48.532295,2,4.1999998,150,200,.44444445,1,70,5,1,0,0,0,0,0,0,0,0,0,Baseline,1,1,0,35,,,,,97.5,0,1,0,Baseline
5,3,1,140610_0932,5,2,0,0,5,Sender,1,4,2,1,1,200,70,2,3,5,4,35,5,4,35,1,2,0,0,0,-99,5,0,0,0,290,49,1,2,4,3,48.532295,2,4.1999998,150,200,.44444445,1,70,5,1,0,0,1,0,0,0,0,1,0,Group,1,1,0,,,,,,97.5,0,0,0,Group
5,3,2,140610_0932,5,2,0,0,5,Sender,1,4,2,1,1,200,0,2,3,6,1,35,5,4,35,1,2,0,0,0,-99,5,0,0,0,290,49,1,2,4,3,48.532295,2,4.1999998,150,200,.44444445,1,70,5,1,0,0,0,1,0,0,0,1,0,Group,1,1,0,,,,,,97.5,0,1,1,Baseline
5,4,1,140610_0932,5,2,0,0,5,Sender,1,4,2,2,6,200,70,3,1,5,1,35,1,2,30,2,1,0,0,0,-99,5,0,0,0,285,48,1,2,4,3,48.532295,2,4.1999998,150,200,.44444445,1,70,5,1,1,0,0,0,0,0,1,0,0,Direct,1,1,0,70,,,,,97.5,1,0,0,Direct
5,4,2,140610_0932,5,2,0,0,5,Sender,1,4,2,2,6,200,0,3,1,1,2,35,1,2,30,2,1,0,0,0,-99,5,0,0,0,285,48,1,2,4,3,48.532295,2,4.1999998,150,200,.44444445,1,70,5,1,0,1,0,0,0,0,1,0,0,Direct,1,1,0,70,,,,,97.5,1,1,1,Baseline
5,5,1,140610_0932,5,2,0,0,5,Sender,1,4,2,1,8,200,70,2,3,2,3,30,2,1,30,2,1,0,0,0,-99,4,0,0,0,285,48,1,2,4,3,48.532295,2,4.1999998,150,200,.44444445,1,70,5,1,0,0,0,0,1,0,0,0,1,In-Group,1,1,0,70,70,,,,97.5,1,0,0,In-Group
5,5,2,140610_0932,5,2,0,0,5,Sender,1,4,2,1,8,200,0,2,3,6,3,30,2,1,30,2,1,0,0,0,-99,4,0,0,0,285,48,1,2,4,3,48.532295,2,4.1999998,150,200,.44444445,1,70,5,1,0,0,0,0,0,1,0,0,1,In-Group,1,1,0,70,70,,,,97.5,1,1,1,Baseline
5,6,1,140610_0932,5,2,0,0,5,Sender,1,4,2,2,3,200,0,3,1,5,4,35,5,4,30,2,1,151.666666666667,168.333333333333,0,-99,5,100,200,100,385,65,1,2,4,3,48.532295,2,4.1999998,150,200,.44444445,1,70,5,1,0,0,1,0,0,0,0,1,0,Group,1,1,0,70,,,,,97.5,0,0,0,Group
5,6,2,140610_0932,5,2,0,0,5,Sender,1,4,2,2,3,200,70,3,1,1,4,35,5,4,30,2,1,151.666666666667,168.333333333333,0,-99,5,100,200,100,385,65,1,2,4,3,48.532295,2,4.1999998,150,200,.44444445,1,70,5,1,0,0,0,1,0,0,0,1,0,Group,1,1,0,70,,,,,97.5,0,1,1,Baseline
6,1,1,140610_0932,6,2,0,0,6,Sender,2,4,1,1,5,191,30,2,3,5,2,30,2,2,0,0,0,0,0,0,-99,3,0,0,0,246,41,1,2,4,3,21.59531,3,3.8,10,1,.033333335,.06666667,10,5,2,1,0,0,0,0,0,1,0,0,Direct,1,1,0,10,,0,25,,97.5,1,0,0,Direct
6,1,2,140610_0932,6,2,0,0,6,Sender,2,4,1,1,5,191,40,2,3,6,1,30,2,2,0,0,0,0,0,0,-99,3,0,0,0,246,41,1,2,4,3,21.59531,3,3.8,10,1,.033333335,.06666667,10,5,2,0,1,0,0,0,0,1,0,0,Direct,1,1,0,10,,0,25,,97.5,1,1,1,Baseline
6,2,1,140610_0932,6,2,0,0,6,Sender,2,4,1,1,8,200,35,2,3,2,4,50,2,4,0,0,0,0,0,0,-99,2,0,0,0,255,43,1,2,4,3,21.59531,3,3.8,10,1,.033333335,.06666667,0,5,2,0,0,0,0,1,0,0,0,1,In-Group,1,1,0,0,0,,,,97.5,1,0,0,In-Group
6,2,2,140610_0932,6,2,0,0,6,Sender,2,4,1,1,8,200,35,2,3,6,4,50,2,4,0,0,0,0,0,0,-99,2,0,0,0,255,43,1,2,4,3,21.59531,3,3.8,10,1,.033333335,.06666667,0,5,2,0,0,0,0,0,1,0,0,1,In-Group,1,1,0,0,0,,,,97.5,1,1,1,Baseline
6,3,1,140610_0932,6,2,0,0,6,Sender,2,4,1,2,3,200,35,3,1,5,3,30,2,2,30,2,2,0,0,0,-99,5,0,0,0,285,48,1,2,4,3,21.59531,3,3.8,10,1,.033333335,.06666667,0,5,2,0,0,1,0,0,0,0,1,0,Group,1,1,0,0,,,,,97.5,0,0,0,Group
6,3,2,140610_0932,6,2,0,0,6,Sender,2,4,1,2,3,200,35,3,1,1,3,30,2,2,30,2,2,0,0,0,-99,5,0,0,0,285,48,1,2,4,3,21.59531,3,3.8,10,1,.033333335,.06666667,0,5,2,0,0,0,1,0,0,0,1,0,Group,1,1,0,0,,,,,97.5,0,1,1,Baseline
6,4,1,140610_0932,6,2,0,0,6,Sender,2,4,1,1,8,200,35,2,3,4,1,30,2,2,30,2,2,0,0,0,-99,5,0,0,0,285,48,1,2,4,3,21.59531,3,3.8,10,1,.033333335,.06666667,0,5,2,0,0,0,0,0,0,0,0,0,Baseline,1,1,0,,,,,,97.5,0,1,0,Baseline
6,4,2,140610_0932,6,2,0,0,6,Sender,2,4,1,1,8,200,35,2,3,4,2,30,2,2,30,2,2,0,0,0,-99,5,0,0,0,285,48,1,2,4,3,21.59531,3,3.8,10,1,.033333335,.06666667,0,5,2,0,0,0,0,0,0,0,0,0,Baseline,1,1,0,,,,,,97.5,0,1,0,Baseline
6,5,1,140610_0932,6,2,0,0,6,Sender,2,4,1,2,5,200,35,3,1,4,4,69,1,4,50,2,4,0,0,0,-99,4,0,0,0,305,51,1,2,4,3,21.59531,3,3.8,10,1,.033333335,.06666667,0,5,2,0,0,0,0,0,0,0,0,0,Baseline,1,1,0,0,,,,,97.5,0,1,0,Baseline
6,5,2,140610_0932,6,2,0,0,6,Sender,2,4,1,2,5,200,35,3,1,1,4,69,1,4,50,2,4,0,0,0,-99,4,0,0,0,305,51,1,2,4,3,21.59531,3,3.8,10,1,.033333335,.06666667,0,5,2,0,0,0,0,0,0,0,0,0,Baseline,1,1,0,0,,,,,97.5,0,1,0,Baseline
6,6,1,140610_0932,6,2,0,0,6,Sender,2,4,1,1,1,200,35,2,3,5,3,35,6,2,30,2,2,185,88.3333333333333,0,-99,5,200,0,0,485,81,1,2,4,3,21.59531,3,3.8,10,1,.033333335,.06666667,0,5,2,0,0,1,0,0,0,0,1,0,Group,1,1,0,,,,,,97.5,0,0,0,Group
6,6,2,140610_0932,6,2,0,0,6,Sender,2,4,1,1,1,200,35,2,3,6,2,35,6,2,30,2,2,185,88.3333333333333,0,-99,5,200,0,0,485,81,1,2,4,3,21.59531,3,3.8,10,1,.033333335,.06666667,0,5,2,0,0,0,1,0,0,0,1,0,Group,1,1,0,,,,,,97.5,0,1,1,Baseline
7,1,1,140610_0932,7,2,0,0,7,Sender,3,3,2,2,6,210,25,3,1,5,3,35,1,4,0,0,0,0,0,0,-99,3,0,0,0,255,43,1,2,3,3,35.31646,2,5,80,90,.375,.53333336,20,5,3,1,0,0,0,0,0,1,0,0,Direct,1,1,0,20,,0,25,,97.5,1,0,0,Direct
7,1,2,140610_0932,7,2,0,0,7,Sender,3,3,2,2,6,210,45,3,1,1,4,35,1,4,0,0,0,0,0,0,-99,3,0,0,0,255,43,1,2,3,3,35.31646,2,5,80,90,.375,.53333336,20,5,3,0,1,0,0,0,0,1,0,0,Direct,1,1,0,20,,0,25,,97.5,1,1,1,Baseline
7,2,1,140610_0932,7,2,0,0,7,Sender,3,3,2,1,2,200,35,2,3,3,1,35,3,1,0,0,0,0,0,0,-99,2,0,0,0,245,41,1,2,3,3,35.31646,2,5,80,90,.375,.53333336,0,5,3,0,0,0,0,0,0,0,0,0,Baseline,1,1,0,,,,,,97.5,0,1,0,Baseline
7,2,2,140610_0932,7,2,0,0,7,Sender,3,3,2,1,2,200,35,2,3,6,3,35,3,1,0,0,0,0,0,0,-99,2,0,0,0,245,41,1,2,3,3,35.31646,2,5,80,90,.375,.53333336,0,5,3,0,0,0,0,0,0,0,0,0,Baseline,1,1,0,,,,,,97.5,0,1,0,Baseline
7,3,1,140610_0932,7,2,0,0,7,Sender,3,3,2,1,4,200,35,2,3,3,2,35,3,2,35,3,2,0,0,0,-99,5,0,0,0,280,47,1,2,3,3,35.31646,2,5,80,90,.375,.53333336,0,5,3,0,0,0,1,0,0,0,1,0,Group,1,1,0,,,,,,97.5,0,1,1,Baseline
7,3,2,140610_0932,7,2,0,0,7,Sender,3,3,2,1,4,200,35,2,3,5,2,35,3,2,35,3,2,0,0,0,-99,5,0,0,0,280,47,1,2,3,3,35.31646,2,5,80,90,.375,.53333336,0,5,3,0,0,1,0,0,0,0,1,0,Group,1,1,0,,,,,,97.5,0,0,0,Group
7,4,1,140610_0932,7,2,0,0,7,Sender,3,3,2,2,1,200,35,3,1,4,3,35,1,4,35,1,4,0,0,0,-99,5,0,0,0,280,47,1,2,3,3,35.31646,2,5,80,90,.375,.53333336,0,5,3,0,0,0,0,0,0,0,0,0,Baseline,1,1,0,0,,,,,97.5,0,1,0,Baseline
7,4,2,140610_0932,7,2,0,0,7,Sender,3,3,2,2,1,200,35,3,1,1,4,35,1,4,35,1,4,0,0,0,-99,5,0,0,0,280,47,1,2,3,3,35.31646,2,5,80,90,.375,.53333336,0,5,3,0,0,0,0,0,0,0,0,0,Baseline,1,1,0,0,,,,,97.5,0,1,0,Baseline
7,5,1,140610_0932,7,2,0,0,7,Sender,3,3,2,2,8,200,35,3,1,6,3,70,2,1,35,3,1,0,0,0,-99,4,0,0,0,280,47,1,2,3,3,35.31646,2,5,80,90,.375,.53333336,0,5,3,0,0,0,0,0,1,0,0,1,In-Group,1,1,0,0,0,,,,97.5,1,1,1,Baseline
